productId;brand;subBrand;subGroup;subGroupName;shortDescription;grossPrice;longDescription;discountGroup
SNZW14SL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW14SL1S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW14SL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW14SL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW14SL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW14SL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, DESFire, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4SL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4SL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;574.02;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBR4XL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCBL4XL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;595.63;SMARTair i-max beslag Offline/Update on Card, RVS, P56, zwarte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL8V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4SL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4SL8V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4XL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4XL5S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, link, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4XL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4XL8V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4XL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, rechts, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWL4XL8V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;628.04;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, cil./elektronische privacy knop, link, 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNCWR4XL5S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare DESFire Privacy;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;606.43;SMARTair i-max beslag Offline/Update on Card, RVS, P56, witte antenne & EN1906, Euro, euro, DESFire, blind/elektronische privacy knop, rechts, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
