productId;brand;subBrand;subGroup;subGroupName;shortDescription;grossPrice;longDescription;discountGroup
SNZB12XL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12XL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12XL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12XL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL1S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB12SL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.21;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL1S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16XL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;704.51;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL1S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZB16SL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;663.22;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), zwarte antenne & EN1906, Euro, Mifare Classic + PINpad, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL1S008SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL2V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL3V728SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL2V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12XL3V928SI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;739.16;SMARTair i-max beslag Pro Wireless Online Openow, RVS, IP56, witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, U-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12SL1S008VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden blind, blind, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12SL2V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12SL3V728VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 72 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12SL2V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, cil./blind, asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
SNZW12SL3V928VI;ASSA ABLOY;SMARTair;11.12.003.001;i-max Mifare Classic;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;697.87;SMARTair i-max beslag Pro Wireless Online Openow, RVS, Standaard (binnen gebruik), witte antenne & EN1906, Euro, Mifare Classic, beide zijden cil., asafstand 92 mm, 8 mm krukstift, L-kruk, voor deurdikte 38-44 mm.;SMART HW
